didok,stationsbezeichnung,service,Mail,Firma,Postfach,Adresse,Nummer,PLZ,Ort,Land,geopos,ID
1609,Brig,Western Union,reisezentrum.brig@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,3900,Brig,,"46.3194210071, 7.98809158467",1551
1620,Brig Contact Center SBB,SBB Kundendienst,,,,,,,,,,1552
1661,Oberwald,Gruppenreisen,bahnhof.oberwald@mgbahn.ch,Matterhorn Gotthard Bahn,,Bahnhofplatz,,3999,Oberwald,,"46.5308495637, 8.34294024356",1553
1661,Oberwald,Kundendienst,bahnhof.oberwald@mgbahn.ch,Matterhorn Gotthard Bahn,,Bahnhofplatz,,3999,Oberwald,,"46.5308495637, 8.34294024356",1554
1671,Fürgangen-Bellwald,Gepäck,bahnhof.fiesch@mgbahn.ch,,,,,,,,"46.4119021944, 8.15231661725",1555
1692,Riffelberg,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"45.9929508442, 7.75510046843",1556
1781,"Saas-Balen, Dorf",Gepäck,,,,,,,,,"46.1530118572, 7.92841417761",1557
1782,"Saas-Fee, Post","Billette, Abonnemente, Freizeitangebote",saasfee@postauto.ch,PostAuto Schweiz AG Region Wallis,,,,3906,Saas-Fee,Schweiz,"46.1087928601, 7.92956975713",1558
1782,"Saas-Fee, Post",Gepäck,,PostAuto Schweiz AG Region Wallis,,,,3906,Saas-Fee,Schweiz,"46.1087928601, 7.92956975713",1559
1794,"Bürchen, Tourismusbüro",Gepäck,info@buerchen.ch,Bürchen-Unterbäch Tourismus,,Ronalpstrasse,38,3935,Bürchen,,,1560
1955,Betten Dorf,Drittverkauf,,,,,,,,,"46.3751035904, 8.06806649962",1561
1963,"Visperterminen, Tourismusbüro",Gepäck,info@visperterminen.ch,,,,,,,,"46.2580558114, 7.90268134293",1562
2001,Zofingen,Western Union,bahnhof.zofingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Untere Grabenstrasse,28,4800,Zofingen,Schweiz,"47.2880447598, 7.94309735295",1563
2005,Nebikon,Geldwechsel,bahnhof.nebikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,9,6244,Nebikon,,"47.192373647, 7.97744173598",1564
2005,Nebikon,Gepäck,bahnhof.nebikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,9,6244,Nebikon,,"47.192373647, 7.97744173598",1565
2007,Sursee,Gepäck,bahnhof.sursee@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,6210,Sursee,,"47.1707889132, 8.09787795205",1566
2007,Sursee,Velovermietung,bahnhof.sursee@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,6210,Sursee,,"47.1707889132, 8.09787795205",1567
2024,Hochdorf,Gepäck,reisebuero.hochdorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof 1,,6280,Hochdorf,,"47.1669743615, 8.28868696709",1568
2119,Lenzburg,"Billette, Abonnemente, Freizeitangebote",bahnhof.lenzburg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,50,5600,Lenzburg,,"47.3911934191, 8.17037888645",1569
2169,Menziken,"Billette, Abonnemente, Freizeitangebote",menziken@aar.ch,,,,,,,,"47.2409214644, 8.18930957917",1570
2170,Aarau WSB,"Billette, Abonnemente, Freizeitangebote",aarau@aar.ch,,,,,,,,"47.3910061207, 8.05265350673",1571
2195,Muhen,"Billette, Abonnemente, Freizeitangebote",muhen@aar.ch,Wynental- und Suhrentalbahn,,Hauptstrasse,30,5037,Muhen,,"47.3395251746, 8.0536094515",1572
2196,Unterentfelden Post,Drittverkauf,,,,,,,,,"47.3686711007, 8.04443948672",1573
2197,Hirschthal,Drittverkauf,,,,,,,,,"47.3198850798, 8.05281447083",1574
2199,Schöftland,"Billette, Abonnemente, Freizeitangebote",schoeftland@aar.ch,AAR bus+bahn,,Bahnhofstrasse,6,5040,Schöftland,Schweiz,"47.3058772399, 8.05000860649",1575
2204,Zug,Check-in am Bahnhof,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,6300,Zug,,"47.1736230527, 8.51529569481",1576
2204,Zug,Geldwechsel,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,6300,Zug,,"47.1736230527, 8.51529569481",1577
2204,Zug,Gepäckaufbewahrung,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,6300,Zug,,"47.1736230527, 8.51529569481",1578
2204,Zug,Western Union,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,6300,Zug,,"47.1736230527, 8.51529569481",1579
2213,Wohlen,Eventtickets,bahnhof.wohlen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,5610,Wohlen AG,,"47.3484618374, 8.26978121872",1580
2213,Wohlen,Gepäck,bahnhof.wohlen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,5610,Wohlen AG,,"47.3484618374, 8.26978121872",1581
2215,Muri AG,Geldwechsel,bahnhof.muri@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,14,5630,Muri,,"47.2766601869, 8.3397982935",1582
2215,Muri AG,Gepäckaufbewahrung,bahnhof.muri@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,14,5630,Muri,,"47.2766601869, 8.3397982935",1583
2222,Bonstetten-Wettswil,Western Union,bahnhof.bonstetten@sbb.ch,Schweizerische Bundesbahnen SBB,,Stationsstrasse,32,8906,Bonstetten,,"47.3258957392, 8.46817514105",1584
8187,Huttwil,Gepäck,huttwil@bls.ch,BLS AG,,Bahnhofstrasse,44,4950,Huttwil,CH,"47.1145970227, 7.84272110471",1585
8254,Brenzikofen,"Billette, Abonnemente, Freizeitangebote",brenzikofen@bls.ch,BLS,,,,3671,Brenzikofen,,"46.8183188873, 7.61068722848",1586
8255,Oberdiessbach,Drittverkauf,avec.oberdiessbach@avec.ch,avec. Oberdiessbach,,Bahnhofstrasse,6,3672,Oberdiessbach,,"46.8395366963, 7.61804326778",1587
8261,Biglen,Gepäck,,BLS,,Bahnhofstrasse,2,3507,Biglen,,"46.9244739309, 7.62701728972",1588
8265,Hasle-Rüegsau,Gruppenreisen,hasle@bls.ch,BLS,,Im Bahnhof,,3415,Hasle-Rüegsau,,"47.016021356, 7.65562739603",1589
8265,Hasle-Rüegsau,Kundendienst,hasle@bls.ch,BLS,,Im Bahnhof,,3415,Hasle-Rüegsau,,"47.016021356, 7.65562739603",1590
8295,Willisau,"Billette, Abonnemente, Freizeitangebote",willisau@bls.ch,BLS,,Bahnhofplatz,1,6130,Willisau,,"47.122559862, 7.99706134204",1591
8295,Willisau,Gepäck,willisau@bls.ch,BLS,,Bahnhofplatz,1,6130,Willisau,,"47.122559862, 7.99706134204",1592
8295,Willisau,Velovermietung,willisau@bls.ch,BLS,,Bahnhofplatz,1,6130,Willisau,,"47.122559862, 7.99706134204",1593
8297,Menznau,"Billette, Abonnemente, Freizeitangebote",menznau@bls.ch,BLS,,,,6122,Menznau,,"47.0834344953, 8.04092804492",1594
8376,Brienz BrS,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.7537547941, 8.03837445746",1595
8456,Pilatus Kulm,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.9794316477, 8.25594844889",1596
8464,Vitznau,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"47.0093586594, 8.48238323725",1597
8467,Beckenried,Drittverkauf,,,,,,,,,"46.9670308399, 8.47567355917",1598
8762,Grimsel Passhöhe,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.561816434, 8.33814928255",1599
9000,Chur,Eventtickets,personenverkehr.chur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 566,Bahnhofplatz,3,7001,Chur,Schweiz,"46.8530797552, 9.52892561961",1600
9000,Chur,Fundservice,personenverkehr.chur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 566,Bahnhofplatz,3,7001,Chur,Schweiz,"46.8530797552, 9.52892561961",1601
9004,Bad Ragaz,Drittverkauf,badragaz@avec.ch,avec.,,Bahnhofplatz,1,7310,Bad Ragaz,Schweiz,"47.0103066077, 9.50521579767",1602
9059,Grüsch,Mobile Verkaufstelle,schiers@rhb.ch,,,,,,,,"46.9804929352, 9.64577921297",1603
9063,Fideris,Mobile Verkaufstelle,schiers@rhb.ch,,,,,,,,"46.922367674, 9.73375699397",1604
9065,Saas,Mobile Verkaufstelle,schiers@rhb.ch,,,,,,,,"46.9076485396, 9.8099466307",1605
9068,Klosters Platz,Gepäckaufbewahrung,klosters@rhb.ch,Rhätische Bahn AG,,Bahnhofstrasse,2,7250,Klosters,,"46.8692118566, 9.8809363602",1606
9072,Davos Dorf,Gepäckaufbewahrung,davos-dorf@rhb.ch,Rhätische Bahn AG,,Bahnhofstrasse,8,7260,Davos Dorf,Schweiz,"46.8097194338, 9.84211236596",1607
9073,Davos Platz,Gepäck,davos-platz@rhb.ch,Rhätische Bahn AG,,Talstrasse,4,7270,Davos Platz,CH,"46.7914664266, 9.82072566153",1608
9073,Davos Platz,Gepäckaufbewahrung,davos-platz@rhb.ch,Rhätische Bahn AG,,Talstrasse,4,7270,Davos Platz,CH,"46.7914664266, 9.82072566153",1609
9075,Davos Frauenkirch,Mobile Verkaufstelle,davos-platz@rhb.ch,,,,,,,,"46.7666059301, 9.79924751107",1610
9076,Davos Glaris,Mobile Verkaufstelle,davos-platz@rhb.ch,,,,,,,,"46.7455671271, 9.77993205057",1611
9078,Davos Wiesen,Mobile Verkaufstelle,davos-platz@rhb.ch,,,,,,,,"46.6954876112, 9.71584034038",1612
9157,Arosa,"Billette, Abonnemente, Freizeitangebote",arosa@rhb.ch,RhB,,,,7050,Arosa,,"46.7832957175, 9.67933313854",1613
9179,Disentis/Mustér,"Billette, Abonnemente, Freizeitangebote",disentis@rhb.ch,RhB,,via dalla staziun,4,7180,Disentis / Mustér,,"46.7049782556, 8.85502182084",1614
9179,Disentis/Mustér,Gepäckaufbewahrung,disentis@rhb.ch,RhB,,via dalla staziun,4,7180,Disentis / Mustér,,"46.7049782556, 8.85502182084",1615
9180,Felsberg,Drittverkauf,,,,,,,,,"46.8430982769, 9.48126080896",1616
9189,Thusis,Geldwechsel,thusis@rhb.ch,RhB,,,,7430,Thusis,,"46.6981990894, 9.44050194244",1617
9192,Tiefencastel,Gepäck,tiefencastel@rhb.ch,Rhätische Bahn AG,,,,7450,Tiefencastel,,"46.6638787719, 9.57286526287",1618
9195,Filisur,Drittverkauf,bahnhoefli@filisur.ch,,,,,,,,"46.675328836, 9.68229070053",1619
9197,Bergün/Bravuogn,Gepäck,berguen@rhb.ch,Rhätische Bahn AG,,Plazi,2A,7482,Bergün/Bravuogn,Schweiz,"46.6310688834, 9.74675138258",1620
9197,Bergün/Bravuogn,Gepäckaufbewahrung,berguen@rhb.ch,Rhätische Bahn AG,,Plazi,2A,7482,Bergün/Bravuogn,Schweiz,"46.6310688834, 9.74675138258",1621
9250,Bever,"Billette, Abonnemente, Freizeitangebote",bever@estm.ch,,,,,,,,"46.5499061769, 9.88847669658",1622
9253,St. Moritz,Check-in am Bahnhof,stmoritz@rhb.ch,Rhätische Bahn AG,,Bahnhofplatz,,7500,St. Moritz,Schweiz,"46.4979672615, 9.84639099719",1623
9255,Pontresina,Gepäck,pontresina@rhb.ch,RhB,,,,7504,Pontresina,,"46.4906477887, 9.89607757913",1624
9256,La Punt-Chamues-ch,Gepäck,stmoritz@rhb.ch,,,,,,,,"46.5786698549, 9.92333691693",1625
9268,Scuol-Tarasp,"Billette, Abonnemente, Freizeitangebote",scuol-tarasp@rhb.ch,Rhätische Bahn AG,,Staziun,,7550,Scuol,CH,"46.7937752597, 10.2862148815",1626
9268,Scuol-Tarasp,Geldwechsel,scuol-tarasp@rhb.ch,Rhätische Bahn AG,,Staziun,,7550,Scuol,CH,"46.7937752597, 10.2862148815",1627
9361,Poschiavo,Annahmestelle Elektroschrott Kat. A,poschiavo@rhb.ch,,,,,,,,"46.3248027549, 10.0543340143",1628
9361,Poschiavo,Gepäckaufbewahrung,poschiavo@rhb.ch,,,,,,,,"46.3248027549, 10.0543340143",1629
9369,Tirano,Beratung & Verkauf,tirano@rhb.ch,,,,,,,,"46.2151609961, 10.1667713566",1630
9369,Tirano,"Billette, Abonnemente, Freizeitangebote",tirano@rhb.ch,,,,,,,,"46.2151609961, 10.1667713566",1631
9404,Buchs SG,Gepäckaufbewahrung,personenverkehr.buchs-sg@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 1045,,,9471,Buchs SG,Schweiz,"47.1684089962, 9.47862968189",1632
9404,Buchs SG,Western Union,change.buchs-sg@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 1045,,,9471,Buchs SG,Schweiz,"47.1684089962, 9.47862968189",1633
9411,Sargans,Velovermietung,reisebuero.sargans@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,,7320,Sargans,Schweiz,"47.0453635269, 9.44539562754",1634
9411,Sargans,Western Union,reisebuero.sargans@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,,7320,Sargans,Schweiz,"47.0453635269, 9.44539562754",1635
9680,Feldis/Veulden,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.7951183526, 9.4298224416",1636
9680,Feldis/Veulden,Gepäck,,,,,,,,,"46.7951183526, 9.4298224416",1637
9790,"Lenzerheide/Lai, Post",Gepäck,,,,,,,,,"46.7280447625, 9.55767229036",1638
9794,Maloja,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.4036442932, 9.69523815046",1639
9860,"Promontogno, Posta",Gepäck,,,,,,,,,"46.3382101262, 9.55639233375",1640
9881,Sils/Segl Maria,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.4302299828, 9.76509251285",1641
9952,"Vals, Post",Gepäck,,,,,,,,,"46.6189145457, 9.18053593053",1642
16153,Niederbipp,Annahmestelle Elektroschrott Kat. A,niederbipp@asmobil.ch,Aare Seeland mobil AG,,Bahnhofstrasse,6,4704,Niederbipp,,"47.2702527733, 7.69467541916",1643
16192,Kerzers,Reisebüro KTU,kerzers@bls.ch,BLS,,Bahnhofplatz,1,3210,Kerzers,,"46.9756496433, 7.19167826385",1644
16964,Brienz,"Billette, Abonnemente, Freizeitangebote",brienz@zentralbahn.ch,zb Zentralbahn AG,,Hauptstrasse,148,3855,Brienz,,,1645
16964,Brienz,Geldwechsel,,zb Zentralbahn AG,,Hauptstrasse,148,3855,Brienz,,,1646
16965,Meiringen,Western Union,meiringen@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofplatz,12,3860,Meiringen,,,1647
16966,Sarnen,"Billette, Abonnemente, Freizeitangebote",sarnen@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofplatz,1,6060,Sarnen,,,1648
16966,Sarnen,Reisebüro KTU,,zb Zentralbahn AG,,Bahnhofplatz,1,6060,Sarnen,,,1649
16967,Hergiswil,Gepäckaufbewahrung,hergiswil@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofstrasse,13,6052,Hergiswil,,,1650
17019,Gümligen,Reisebüro KTU,guemligen@bls.ch,BLS,,Bahnhofstrasse,21,3073,Gümligen,,,1651
17020,Konolfingen,Geldwechsel,konolfingen@bls.ch,BLS,,Burgdorfstrasse,6,3510,Konolfingen,,,1652
17020,Konolfingen,Gepäck,konolfingen@bls.ch,BLS,,Burgdorfstrasse,6,3510,Konolfingen,,,1653
17020,Konolfingen,Western Union,konolfingen@bls.ch,BLS,,Burgdorfstrasse,6,3510,Konolfingen,,,1654
17022,Ostermundigen,Gepäck,ostermundigen@bls.ch,BLS,,Bahnhof,,3072,Ostermundigen,,,1655
17023,Zollikofen,"Billette, Abonnemente, Freizeitangebote",zollikofen@bls.ch,BLS,,Bernstrasse,206,3052,Zollikofen,,,1656
17025,Bern Bümpliz Süd,Drittverkauf,bernbuempliz@avec.ch,avec. Bümpliz-Süd,,Bümplizstrasse,202,3018,Bern,,,1657
17028,Avenches,Eventtickets,gare.avenches@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,,1580,Avenches,,,1658
17030,Murten,Gepäck,murten@bls.ch,BLS AG,,Bahnhofstrasse,13,3280,Murten,,,1659
17030,Murten,Velovermietung,murten@bls.ch,BLS AG,,Bahnhofstrasse,13,3280,Murten,,,1660
17030,Murten,Western Union,murten@bls.ch,BLS AG,,Bahnhofstrasse,13,3280,Murten,,,1661
17099,Basel Stadtcasino,"Billette, Abonnemente, Freizeitangebote",reisebuero.stadtcasino@sbb.ch,Schweizerische Bundesbahnen SBB,,Steinenberg,14,4051,Basel,,,1662
18053,Spreitenbach Tivoli,"Billette, Abonnemente, Freizeitangebote",shoppi-tivoli@sbb.ch,SBB Verkaufsstelle,Postfach,,,8957,Spreitenbach,,,1663
18053,Spreitenbach Tivoli,Western Union,shoppi-tivoli@sbb.ch,SBB Verkaufsstelle,Postfach,,,8957,Spreitenbach,,,1664
18111,Zweisimmen,Geldwechsel,zweisimmen@goldenpass.ch,MOB,,Bahnhofstrasse 18,,3770,Zweisimmen,,,1665
18111,Zweisimmen,Gepäck,zweisimmen@goldenpass.ch,MOB,,Bahnhofstrasse 18,,3770,Zweisimmen,,,1666
18328,Chur Railservice RhB,Gruppenreisen,reservation@rhb.ch,,,,,,,,,1667
18414,Sumiswald-Grünen,"Billette, Abonnemente, Freizeitangebote",sumiswald@bls.ch,BLS AG,,Bahnhofstrasse,22,3455,Grünen,,,1668
18427,Wolhusen,Drittverkauf,wolhusen@avec.ch,avec. Wolhusen,,Bahnhofstrasse,42-45,6110,Wolhusen,,,1669
18523,Suhr WSB,"Billette, Abonnemente, Freizeitangebote",suhr@aar.ch,AAR bus+bahn Wynental-und Suhrentalbahn,,Bahnhofstrasse,,5034,Suhr,,,1670
21949,Oberentfelden Engelplatz,"Billette, Abonnemente, Freizeitangebote",oberentfelden@aar.ch,AAR bus+bahn,Verkaufsstelle und Convenience,Dorfstrasse,8,5036,Obernetfelden,Schweiz,,1671
74546,"Rodels, Post",Drittverkauf,,,,,,,,,,1672
87971,Kompetenzzentrum Finanzdienstleistungen,Kompetenzzentrum Finanzdienstleistungen,,,,,,,,,"47.3049184997, 8.59362857145",1673
1030,Nyon,Fundservice,voyageurs.nyon@cff.ch,Chemins de fer fédéraux suisse CFF,1178,Place de la Gare,2,1260,Nyon 1,Suisse,"46.3844060313, 6.23597429701",1674
1030,Nyon,Gepäck,voyageurs.nyon@cff.ch,Chemins de fer fédéraux suisse CFF,1178,Place de la Gare,2,1260,Nyon 1,Suisse,"46.3844060313, 6.23597429701",1675
1030,Nyon,Western Union,voyageurs.nyon@cff.ch,Chemins de fer fédéraux suisse CFF,1178,Place de la Gare,2,1260,Nyon 1,Suisse,"46.3844060313, 6.23597429701",1676
1031,Gland,Geldwechsel,agencedevoyages.gland@sbb.ch,Chemins de fer fédéraux suisse CFF,,Route de Nyon,1,1196,Gland,Suisse,"46.419975355, 6.26913801937",1677
1037,Morges,Eventtickets,mor300@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,2,1110,Morges,Suisse,"46.5110918027, 6.49396427184",1678
1052,Genève Balexert,"Billette, Abonnemente, Freizeitangebote",voyageurs.balexert@sbb.ch,Chemins de fer fédéraux suisse CFF,2887,Av. Louis-Casaï,27,1211,Genève 28,Suisse,,1679
1052,Genève Balexert,DHL,voyageurs.balexert@sbb.ch,Chemins de fer fédéraux suisse CFF,2887,Av. Louis-Casaï,27,1211,Genève 28,Suisse,,1680
1118,Renens VD,Eventtickets,voyageurs.renens@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,3,1020,Renens,Suisse,"46.5370287879, 6.57893884264",1681
1118,Renens VD,Fundservice,voyageurs.renens@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,3,1020,Renens,Suisse,"46.5370287879, 6.57893884264",1682
1120,Lausanne,Eventtickets,vente.lausanne@cff.ch,Chemins de fer fédéraux suisse CFF,Case Postale 705,,,1001,Lausanne 1,Suisse,"46.5167786487, 6.62909314109",1683
1120,Lausanne,Western Union,change.lausanne@cff.ch,Chemins de fer fédéraux suisse CFF,Case Postale 705,,,1001,Lausanne 1,Suisse,"46.5167786487, 6.62909314109",1684
1157,Sentier-Orient,Fundservice,lesentier@travys.ch,,,,,,,,"46.6057654715, 6.23139574664",1685
1157,Sentier-Orient,Velovermietung,lesentier@travys.ch,,,,,,,,"46.6057654715, 6.23139574664",1686
1169,Cheseaux,Drittverkauf,,,,,,,,,"46.5843428205, 6.60596420945",1687
1173,Echallens,"Billette, Abonnemente, Freizeitangebote",gare.echallens@rail.ch,LEB,,Place de la Gare,9,1040,Echallens,Suisse,"46.6395002737, 6.6325409066",1688
1200,Vevey,"Billette, Abonnemente, Freizeitangebote",ventevoyageurs.vevey@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,3,1800,Vevey,Suisse,"46.4629974303, 6.84345000982",1689
1200,Vevey,Fundservice,ventevoyageurs.vevey@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,3,1800,Vevey,Suisse,"46.4629974303, 6.84345000982",1690
1281,Blonay,"Billette, Abonnemente, Freizeitangebote",gare.blonay@goldenpass.ch,,,,,,,,"46.4656900169, 6.89595111008",1691
1300,Montreux,Gepäck,montreux.voyageurs@sbb.ch,Chemins de fer fédéraux suisse CFF,1243,Av. des Alpes,74,1820,Montreux,Suisse,"46.4358743527, 6.91043275261",1692
1352,Montreux MOB,"Billette, Abonnemente, Freizeitangebote",info@goldenpass.ch,,,,,,,,"46.4362535563, 6.91072831865",1693
1394,Château-d'Oex,Gepäck,gare.chateaudoex@goldenpass.ch,,,,,,,,"46.4746699982, 7.13141988446",1694
1398,Saanen BE,Gepäck,bahnhof.saanen@goldenpass.ch,MOB,,Bahnhofstrasse,11,3792,Saanen,Schweiz,"46.4885751409, 7.26027824102",1695
1399,Gstaad,"Billette, Abonnemente, Freizeitangebote",bahnhof.gstaad@goldenpass.ch,GoldenPass,,Güterstrasse,12,3780,Gstaad,,"46.4748024084, 7.28441201978",1696
1400,Aigle,Eventtickets,VOYAGEURS.AIGLE@SBB.CH,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1860,Aigle,Suisse,"46.3168441199, 6.9636800936",1697
1400,Aigle,Geldwechsel,VOYAGEURS.AIGLE@SBB.CH,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1860,Aigle,Suisse,"46.3168441199, 6.9636800936",1698
1403,St-Maurice,Geldwechsel,sm300@cff.ch,Chemins de fer fédéraux suisse CFF,,Gare CFF,,1890,St-Maurice,,"46.216363536, 7.00204915835",1699
1403,St-Maurice,Western Union,sm300@cff.ch,Chemins de fer fédéraux suisse CFF,,Gare CFF,,1890,St-Maurice,,"46.216363536, 7.00204915835",1700
1421,Monthey,Fundservice,mth300@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,,1870,Monthey,,"46.2556458933, 6.9552285472",1701
1421,Monthey,Geldwechsel,mth300@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,,1870,Monthey,,"46.2556458933, 6.9552285472",1702
1448,Champéry,Fundservice,gare.champery@tpc.ch,,,,,,,,"46.174950304, 6.87150433206",1703
1463,Monthey-Ville,"Billette, Abonnemente, Freizeitangebote",gare.monthey-ville@rail.ch,,,,,,,,"46.2540922785, 6.94751344179",1704
1465,Val-d'Illiez,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.2036012547, 6.89323064668",1705
1479,Les Diablerets,Reisebüro KTU,,Tranports publics du Chablais,Case Postale 71,,,1865,Les Diablerets / VD,,"46.3511579623, 7.15502420208",1706
1495,Villars-sur-Ollon,Gepäck,gare.villars@tpc.ch,,,,,,,,"46.2962535067, 7.05623802224",1707
1500,Martigny,Eventtickets,b11.ma300@sbb.ch,Chemins de fer fédéraux suisse CFF,,Avenue de la Gare,53,1920,Martigny,,"46.1058273015, 7.07912247583",1708
1506,Sion,Fundservice,voyageurs.sion@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1950,Sion,,"46.2275453615, 7.35919185191",1709
1576,Sembrancher,"Billette, Abonnemente, Freizeitangebote",,TMR Transports de Martigny et Régions SA,,avenue de la Gare,29,1933,Sembrancher,,"46.0771013189, 7.14629384096",1710
1601,Leuk,Eventtickets,reisebuero.leuk-susten@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof,,3952,Leuk,,"46.3118851335, 7.64394777254",1711
1605,Visp,Gepäck,bahnhof.visp@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,3930,Visp,,"46.2940248591, 7.88145816487",1712
1609,Brig,Fundservice,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,3900,Brig,,"46.3194210071, 7.98809158467",1713
1620,Brig Contact Center SBB,Rail Service,br340,,,,,,,,,1714
1661,Oberwald,Gepäck,bahnhof.oberwald@mgbahn.ch,Matterhorn Gotthard Bahn,,Bahnhofplatz,,3999,Oberwald,,"46.5308495637, 8.34294024356",1715
1666,Reckingen,Gepäck,Tourismus@Reckingen-Gluringen.ch,,,,,,,,"46.4682257174, 8.24388275992",1716
1672,Fiesch,"Billette, Abonnemente, Freizeitangebote",bahnhof.fiesch@mgbahn.ch,Matterhorn Gotthard Bahn,,Bahnhofstrasse,11,3984,Fiesch,,"46.4031361683, 8.13264349687",1717
1672,Fiesch,Gruppenreisen,bahnhof.fiesch@mgbahn.ch,Matterhorn Gotthard Bahn,,Bahnhofstrasse,11,3984,Fiesch,,"46.4031361683, 8.13264349687",1718
1685,St. Niklaus,Gepäck,bahnhof.st.niklaus@mgbahn.ch,,,,,,,,"46.1774799214, 7.80211502022",1719
1692,Riffelberg,"Billette, Abonnemente, Freizeitangebote",bahnhof.riffelberg@gornergrat.ch,,,,,,,,"45.9929508442, 7.75510046843",1720
1754,"Blatten b. Naters, Belalpbahn",Gepäck,bahnen@belalp.ch,Belalp Bahnen AG,,Rischinustrasse,5,3914,Blatten b. Naters,Schweiz,"46.3591668639, 7.98390664287",1721
1755,"Chandolin, office du tourisme",Gepäck,,,,,,,,,"46.2521302278, 7.59701486843",1722
1791,"Zinal, poste",Gepäck,,,,,,,,,"46.1371059632, 7.62498227897",1723
2001,Zofingen,"Billette, Abonnemente, Freizeitangebote",bahnhof.zofingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Untere Grabenstrasse,28,4800,Zofingen,Schweiz,"47.2880447598, 7.94309735295",1724
2003,Reiden,Drittverkauf,migrolino.reiden@migrolino.com,,,,,,,,"47.2414629092, 7.96875676951",1725
2007,Sursee,Fundservice,bahnhof.sursee@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,6210,Sursee,,"47.1707889132, 8.09787795205",1726
2007,Sursee,Geldwechsel,bahnhof.sursee@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,6210,Sursee,,"47.1707889132, 8.09787795205",1727
2038,"Beromünster, Post",Drittverkauf,suhr@aar.ch,,,,,,,,"47.2078636374, 8.18946607655",1728
